loss,actor_loss,critic_loss,mean_entropy,mean_reward,mean_value,mean_returns,mean_advantage,gradient_norm
-0.1244,-0.0609,0.0036,6.5333,0.2786,1.2803,1.2537,0.0040,1.2996
-0.0963,-0.0330,0.0052,6.5918,0.2483,1.2184,1.2628,-0.0131,0.9032
-0.1678,-0.1077,0.0085,6.4297,0.2564,1.1756,1.2453,0.0417,1.6607
-0.0632,-0.0024,0.0038,6.2702,0.3027,1.2969,1.2827,-0.0764,0.7137
-0.1400,-0.0804,0.0045,6.1857,0.3484,1.2927,1.3004,0.0230,0.7610
-0.0649,-0.0076,0.0084,6.1519,0.2949,1.3627,1.2903,-0.0765,1.2925
-0.2098,-0.1525,0.0047,5.9642,0.2785,1.1713,1.2182,0.0935,1.0813
-0.0502,-0.0013,0.0097,5.3721,0.2894,1.1809,1.2505,-0.0700,1.9722
-0.1708,-0.1201,0.0043,5.2857,0.2582,1.2782,1.3087,0.0790,2.2942
-0.0937,-0.0466,0.0032,4.8731,0.2555,1.2477,1.2307,0.0128,1.4251
0.0312,0.0725,0.0042,4.3421,0.3068,1.2944,1.2845,-0.1214,0.9952
-0.1515,-0.1180,0.0047,3.5792,0.3348,1.2961,1.2882,0.0432,0.7487
-0.0379,-0.0691,0.1224,2.9975,0.2503,1.0541,1.0604,0.0353,0.8812
-0.0706,-0.1062,0.1271,2.8008,0.2941,1.0614,1.1318,0.0638,1.4215
0.0145,-0.1021,0.2812,2.3975,0.2699,0.9818,0.9484,0.0441,1.2549
-0.0948,-0.1704,0.2031,2.5891,0.2282,0.7665,0.8608,0.0949,1.1104
0.0708,-0.0460,0.2825,2.4480,0.1970,0.7991,0.7881,-0.0066,1.1861
0.1463,0.0044,0.3328,2.4432,0.2385,0.7304,0.7245,0.0158,3.4669
0.0953,0.0198,0.1975,2.3278,0.1751,0.6297,0.5811,-0.0785,1.4340
0.0786,-0.0444,0.2856,1.9764,0.2171,0.6600,0.6998,-0.0121,0.9919
-0.0451,0.0002,0.0107,5.0626,0.3247,1.3566,1.2788,-0.0648,1.9904
0.0592,0.1068,0.0059,5.0568,0.3140,1.3251,1.3270,-0.1314,2.9426
-0.0554,-0.0073,0.0050,5.0558,0.2989,1.3909,1.3525,-0.0555,2.3710
-0.1646,-0.1200,0.0107,4.9944,0.2576,1.2340,1.3177,0.0901,2.1750
-0.1559,-0.1088,0.0029,4.8606,0.2774,1.3362,1.3458,0.0602,2.3466
-0.0321,0.0128,0.0036,4.6684,0.3259,1.3424,1.3442,-0.0772,2.2956
-0.2135,-0.1684,0.0051,4.7652,0.2616,1.2840,1.3240,0.1044,1.5577
-0.0557,-0.0126,0.0044,4.5317,0.3503,1.3059,1.3414,-0.0257,1.3409
-0.1096,-0.0689,0.0053,4.3394,0.3157,1.3470,1.3170,-0.0012,1.6035
-0.1948,-0.1604,0.0047,3.6741,0.3367,1.3189,1.3392,0.1254,1.2572
-0.1211,-0.0805,0.0049,4.3017,0.2816,1.3155,1.3276,0.0019,1.2404
-0.0193,0.0142,0.0062,3.6547,0.3149,1.3387,1.3403,-0.0848,0.6246
-0.0204,0.0139,0.0065,3.7537,0.3605,1.3345,1.3460,-0.0731,0.9654
-0.1766,-0.1446,0.0053,3.4678,0.2460,1.3199,1.3144,0.0514,1.5971
-0.0210,-0.0282,0.0732,2.9475,0.2479,1.1980,1.2106,-0.0302,2.2907
-0.0229,-0.0708,0.1445,2.4346,0.2284,0.9711,0.9823,0.0484,3.1902
0.0192,-0.0790,0.2404,2.2011,0.2106,0.7541,0.7242,0.0128,2.1050
0.0981,-0.0113,0.2645,2.2864,0.1912,0.8413,0.7327,-0.0196,5.0522
-0.0104,-0.1221,0.2649,2.0724,0.2237,0.7346,0.8162,0.0526,1.3040
0.0673,-0.0293,0.2312,1.8994,0.2119,0.6480,0.6421,-0.0396,1.9529
0.1023,0.0072,0.2361,2.2894,0.1756,0.8078,0.6976,-0.0616,2.3699
0.0437,-0.0754,0.2735,1.7651,0.2285,0.7417,0.7139,0.0268,2.8902
0.1224,-0.0125,0.3116,2.0892,0.2008,0.7825,0.7767,-0.0388,2.5409
-0.1116,-0.0756,0.0117,4.1822,0.3525,1.2823,1.3631,0.0127,1.6690
-0.1594,-0.1224,0.0063,4.0113,0.2899,1.3948,1.3397,0.0691,2.4141
-0.2405,-0.2007,0.0054,4.2574,0.2645,1.3898,1.4074,0.1291,2.9045
-0.1463,-0.1071,0.0032,4.0748,0.2695,1.2814,1.2950,0.0516,1.3286
-0.0967,-0.0612,0.0043,3.7657,0.2841,1.3391,1.3513,0.0053,0.9523
-0.1116,-0.0778,0.0067,3.7108,0.2867,1.2887,1.3291,0.0021,3.0380
-0.0910,-0.0579,0.0085,3.7439,0.3272,1.2857,1.3472,0.0105,3.5597
-0.0827,-0.0562,0.0130,3.2962,0.3247,1.2687,1.3627,-0.0043,2.7876
0.0082,0.0411,0.0074,3.6568,0.2939,1.2761,1.3044,-0.1089,1.0826
-0.1366,-0.1084,0.0096,3.3041,0.3449,1.3386,1.3809,0.0693,1.5295
-0.0265,-0.0007,0.0131,3.2394,0.3093,1.4175,1.3454,-0.0464,2.3134
-0.1296,-0.0985,0.0053,3.3733,0.2788,1.2824,1.2900,0.0393,2.9119
-0.1668,-0.1415,0.0055,2.8029,0.2511,1.2423,1.2704,0.0883,1.0955
-0.0194,-0.0864,0.1780,2.1977,0.2710,1.1876,1.1206,0.0203,1.8406
0.0205,-0.1015,0.2796,1.7784,0.2160,0.7212,0.8097,0.0528,1.2647
0.1620,0.0583,0.2486,2.0607,0.1748,0.8448,0.7161,-0.1152,2.1732
0.0335,-0.0840,0.2734,1.9176,0.2057,0.7443,0.7629,0.0293,2.9862
0.0712,-0.0318,0.2429,1.8443,0.2175,0.6894,0.7357,0.0114,3.7635
-0.0438,-0.1487,0.2427,1.6516,0.2205,0.6796,0.7516,0.0743,1.3828
0.1182,-0.0132,0.2956,1.6382,0.2483,0.8289,0.7243,-0.0447,2.9023
0.1295,0.0298,0.2334,1.6938,0.1682,0.5869,0.5432,-0.0870,1.0042
0.0758,-0.0294,0.2453,1.7404,0.2061,0.8264,0.7925,-0.0064,1.7122
-0.1202,-0.0904,0.0110,3.5381,0.3124,1.3222,1.3158,0.0406,2.3855
0.0212,0.0551,0.0140,4.0837,0.3054,1.4242,1.3303,-0.0965,2.0532
-0.1453,-0.1105,0.0047,3.7245,0.2973,1.3601,1.3542,0.0730,2.3896
-0.1579,-0.1227,0.0061,3.8167,0.2639,1.4015,1.3913,0.0562,0.9783
-0.0302,0.0051,0.0045,3.7553,0.3195,1.3598,1.3941,-0.0276,2.4637
-0.1316,-0.1002,0.0055,3.4159,0.2966,1.4012,1.3904,0.0490,1.8875
0.0713,0.1049,0.0063,3.6710,0.2975,1.3822,1.3632,-0.1908,1.4384
-0.0639,-0.0359,0.0046,3.0243,0.3222,1.3286,1.3470,-0.0172,1.5748
-0.0500,-0.0193,0.0040,3.2701,0.2751,1.3200,1.3166,-0.0335,1.8198
-0.1993,-0.1708,0.0049,3.0982,0.2823,1.3249,1.3271,0.1315,1.2462
-0.0120,0.0126,0.0088,2.9015,0.3166,1.4076,1.3583,-0.0845,2.1039
-0.1225,-0.0991,0.0083,2.7523,0.3223,1.3519,1.3243,0.0687,1.8106
-0.0607,-0.0406,0.0067,2.3415,0.3056,1.3228,1.2875,-0.0262,0.9635
-0.0527,-0.0384,0.0161,2.2400,0.2978,1.3892,1.2963,-0.0099,2.2471
-0.0458,-0.0886,0.1220,1.8158,0.2973,1.1191,1.1733,0.0643,1.0400
-0.0548,-0.1261,0.1734,1.5440,0.2512,0.8324,0.9435,0.0908,3.6438
0.0545,-0.0738,0.2864,1.4904,0.2020,0.8652,0.7700,0.0238,1.5728
-0.0256,-0.0921,0.1702,1.8577,0.1681,0.6901,0.7116,0.0385,1.8686
0.0397,-0.1001,0.3109,1.5697,0.1994,0.5667,0.7567,0.0589,2.3753
0.0584,-0.0661,0.2830,1.7022,0.2494,0.7942,0.8227,0.0333,1.0817
0.0215,-0.0611,0.1982,1.6547,0.1840,0.5600,0.5878,0.0225,2.2520
0.0823,-0.0331,0.2632,1.6201,0.1941,0.7794,0.6787,-0.0224,2.3991
-0.1648,-0.1345,0.0062,3.3332,0.3112,1.3650,1.3857,0.0666,1.8208
-0.0640,-0.0285,0.0044,3.7700,0.3001,1.3823,1.3559,-0.0224,3.3241
0.0247,0.0568,0.0062,3.5128,0.3715,1.3547,1.3710,-0.1345,2.1562
-0.1708,-0.1368,0.0045,3.6225,0.3270,1.3634,1.3882,0.0907,2.5783
-0.1183,-0.0850,0.0036,3.5139,0.3304,1.3286,1.3559,0.0306,1.4484
-0.0589,-0.0236,0.0048,3.7678,0.2870,1.3632,1.3666,-0.0317,2.2458
-0.0006,0.0340,0.0058,3.7484,0.3357,1.3381,1.3497,-0.0395,3.1571
0.0222,0.0539,0.0074,3.5378,0.2950,1.3995,1.3464,-0.1088,1.7555
-0.0727,-0.0401,0.0099,3.7550,0.2897,1.2350,1.3049,-0.0031,2.2628
-0.0708,-0.0389,0.0059,3.4845,0.2840,1.3461,1.3374,-0.0310,1.3488
-0.0926,-0.0607,0.0058,3.4838,0.2403,1.2945,1.3260,0.0344,4.1100
-0.1206,-0.0967,0.0063,2.7119,0.3731,1.3859,1.3772,0.0432,2.3874
-0.1760,-0.1503,0.0063,2.8832,0.3021,1.3142,1.3310,0.0816,1.0271
-0.0855,-0.0669,0.0078,2.2491,0.3341,1.3138,1.3377,0.0039,1.3890
0.0337,0.0071,0.0868,1.6783,0.3259,1.2903,1.1417,-0.0343,2.6560
0.1438,0.0303,0.2592,1.6099,0.1707,0.6652,0.7678,-0.0735,3.0294
0.0417,-0.0709,0.2611,1.7906,0.1995,0.7894,0.7404,0.0006,2.3711
0.0307,-0.0554,0.2054,1.6569,0.2409,0.8481,0.9129,0.0003,1.3247
0.0601,-0.0622,0.2820,1.8652,0.1832,0.5925,0.6421,-0.0038,1.4854
0.1195,0.0059,0.2550,1.3887,0.2256,0.7333,0.6869,-0.0726,1.0656
0.0946,-0.0017,0.2275,1.7402,0.2522,0.9282,0.8484,-0.0459,1.6015
0.0223,-0.0788,0.2333,1.5630,0.1518,0.6034,0.6123,0.0288,0.9845
-0.1494,-0.1230,0.0139,3.3396,0.2983,1.2546,1.3264,0.0710,3.8971
-0.1945,-0.1587,0.0069,3.9209,0.3614,1.4118,1.4474,0.1049,2.0093
-0.0509,-0.0199,0.0052,3.3567,0.3294,1.3464,1.3513,-0.0484,1.2249
-0.0376,-0.0062,0.0074,3.5132,0.3303,1.3674,1.3666,-0.0305,3.1203
-0.0343,-0.0029,0.0062,3.4416,0.3215,1.3554,1.3558,-0.0684,1.9007
0.0026,0.0292,0.0087,3.0926,0.3557,1.3997,1.3603,-0.0936,1.4020
-0.0533,-0.0261,0.0094,3.1922,0.3833,1.4117,1.3986,-0.0611,1.8475
-0.1162,-0.0875,0.0064,3.1929,0.2889,1.3373,1.3503,0.0317,2.4670
-0.1036,-0.0733,0.0078,3.4182,0.3510,1.4261,1.4327,0.0300,2.2653
-0.0503,-0.0210,0.0075,3.2985,0.3481,1.3552,1.3828,-0.0284,1.7714
-0.0241,0.0013,0.0069,2.8862,0.3160,1.3766,1.3337,-0.0506,3.0220
-0.1283,-0.1017,0.0075,3.0417,0.3626,1.3676,1.3863,0.0431,1.2472
-0.0588,-0.0361,0.0089,2.7111,0.3388,1.3753,1.3402,-0.0223,1.6669
-0.1912,-0.1721,0.0118,2.5001,0.3170,1.2661,1.3156,0.1144,3.4310
-0.0384,-0.1273,0.2219,2.2088,0.2587,0.9804,1.0858,0.0722,2.2388
-0.0005,-0.0914,0.2134,1.5865,0.2226,0.9232,0.9634,0.0618,1.3162
-0.0123,-0.1241,0.2573,1.6889,0.1873,0.4987,0.6398,0.0683,1.5077
0.0820,-0.0431,0.2828,1.6320,0.2389,0.7573,0.7638,0.0034,2.3599
-0.0341,-0.1059,0.1754,1.5905,0.2770,0.9446,0.9868,0.0592,1.9594
0.2022,0.0829,0.2737,1.7537,0.1223,0.5958,0.5124,-0.1315,2.6135
0.0803,-0.0377,0.2750,1.9539,0.1601,0.5818,0.5684,-0.0244,1.2082
-0.0615,-0.0570,0.0681,3.8554,0.3142,1.5640,1.3245,0.0096,5.2510
-0.0530,-0.0151,0.0060,4.0846,0.3135,1.3656,1.3417,-0.0505,3.0086
-0.0631,-0.0249,0.0059,4.1137,0.2972,1.3708,1.3562,-0.0284,3.1787
-0.0916,-0.0545,0.0047,3.9439,0.3145,1.3470,1.3572,-0.0122,1.3801
-0.0840,-0.0471,0.0050,3.9447,0.2857,1.3662,1.3384,0.0101,1.7434
-0.1191,-0.0817,0.0061,4.0408,0.2533,1.3702,1.3387,0.0114,2.9176
-0.2215,-0.1866,0.0070,3.8388,0.3040,1.3303,1.3500,0.1137,2.1505
-0.0559,-0.0203,0.0072,3.9210,0.2869,1.3415,1.3755,-0.0541,1.6248
-0.1485,-0.1164,0.0053,3.4827,0.3532,1.3824,1.3796,0.0622,2.5134
-0.0622,-0.0273,0.0037,3.6748,0.2484,1.3299,1.3447,-0.0233,2.3868
-0.1181,-0.0887,0.0065,3.2600,0.3067,1.3715,1.3654,0.0456,3.7887
-0.0817,-0.0563,0.0088,2.9834,0.3363,1.3487,1.3432,-0.0219,1.3681
-0.1300,-0.1075,0.0098,2.7381,0.2810,1.4386,1.3703,0.0618,2.2261
-0.0203,-0.0031,0.0106,2.2466,0.3911,1.3706,1.3525,-0.0678,0.6594
-0.0134,0.0058,0.0071,2.2763,0.2946,1.3683,1.3268,-0.0510,2.0794
-0.0034,0.0129,0.0049,1.8757,0.3426,1.3111,1.3002,-0.0591,2.7745
0.0531,-0.0251,0.1853,1.4424,0.2524,1.0344,1.0137,-0.0173,2.7679
-0.0438,-0.1453,0.2296,1.3326,0.2025,0.7288,0.7848,0.0970,4.2389
0.1467,0.0159,0.2843,1.1348,0.1860,0.7747,0.7384,-0.0672,1.1958
0.1133,0.0059,0.2384,1.1810,0.1491,0.5479,0.5205,-0.0364,0.7986
0.1826,0.0147,0.3596,1.1904,0.1970,0.7355,0.6976,-0.0547,3.1759
0.0604,-0.0552,0.2547,1.1727,0.2339,0.9640,0.9771,0.0121,0.7531
-0.0336,-0.0114,0.0126,2.8562,0.3322,1.5323,1.4486,-0.0524,3.7611
-0.1334,-0.1069,0.0060,2.9582,0.3117,1.3920,1.4176,0.0525,2.7211
-0.0198,0.0061,0.0071,2.9464,0.3500,1.3512,1.3544,-0.0574,4.0329
0.0129,0.0444,0.0060,3.4526,0.3293,1.3523,1.3423,-0.1120,1.9273
-0.1328,-0.0997,0.0068,3.6494,0.3088,1.4352,1.3978,0.0369,3.2318
-0.2189,-0.1877,0.0050,3.3732,0.3146,1.3532,1.3809,0.1306,1.7887
0.0000,0.0275,0.0071,3.0994,0.2981,1.4428,1.3993,-0.0581,2.5791
-0.0286,-0.0005,0.0075,3.1863,0.2939,1.4005,1.3477,-0.0333,2.7964
-0.0582,-0.0334,0.0041,2.6936,0.4473,1.4186,1.3985,-0.0241,3.8264
-0.0489,-0.0256,0.0060,2.6236,0.2853,1.3875,1.3964,0.0075,5.7755
-0.0923,-0.0695,0.0048,2.5186,0.2753,1.3408,1.3479,0.0079,1.6700
-0.1724,-0.1550,0.0047,1.9772,0.3531,1.3835,1.3824,0.1174,2.3688
-0.1994,-0.1806,0.0034,2.0398,0.2459,1.3166,1.3128,0.1316,5.5275
-0.0831,-0.0684,0.0046,1.6998,0.3231,1.3552,1.3560,0.0010,1.4745
-0.1024,-0.0903,0.0057,1.4964,0.3505,1.3598,1.3521,0.0431,2.6438
0.0427,0.0094,0.0972,1.5344,0.2403,1.1219,1.1406,-0.0636,0.9559
0.0183,-0.1117,0.2866,1.3227,0.2180,0.8344,0.8777,0.0662,1.7338
-0.0066,-0.1006,0.2134,1.2684,0.2222,0.5920,0.6116,0.0766,1.6073
0.1254,0.0114,0.2493,1.0601,0.2116,0.6329,0.5996,-0.0466,1.3669
0.0920,-0.0079,0.2217,1.0936,0.2481,0.8023,0.7766,-0.0576,0.9986
0.0037,-0.1305,0.2895,1.0510,0.1652,0.5854,0.6418,0.0901,2.0409
0.1454,0.0549,0.2026,1.0734,0.1376,0.5041,0.4368,-0.0787,2.6165
-0.0317,-0.0206,0.0273,2.4684,0.3386,1.2583,1.3882,-0.0436,2.7694
-0.1912,-0.1701,0.0089,2.5497,0.3125,1.5007,1.4500,0.1280,2.8106
-0.0590,-0.0362,0.0062,2.5851,0.3113,1.4306,1.4437,-0.0041,1.3284
-0.0411,-0.0174,0.0044,2.5978,0.3693,1.3814,1.3858,-0.0629,1.6604
-0.0791,-0.0540,0.0042,2.7186,0.3141,1.4302,1.4160,0.0196,3.3638
-0.0845,-0.0588,0.0044,2.7926,0.2558,1.3729,1.3929,0.0094,1.8554
-0.1936,-0.1670,0.0066,2.9810,0.2758,1.4645,1.4129,0.1002,2.4711
-0.0876,-0.0636,0.0046,2.6314,0.2835,1.3876,1.4201,-0.0014,2.4334
-0.1514,-0.1279,0.0045,2.5726,0.2791,1.4109,1.4038,0.0608,2.7022
-0.1473,-0.1255,0.0055,2.4468,0.2307,1.3216,1.3731,0.0717,1.1787
-0.1087,-0.0868,0.0034,2.3552,0.3637,1.4357,1.4085,0.0361,1.9361
-0.0372,-0.0197,0.0028,1.8873,0.2482,1.3162,1.3248,-0.0442,1.8112
-0.0561,-0.0401,0.0047,1.8390,0.3463,1.3646,1.3410,-0.0173,1.7651
-0.1583,-0.1459,0.0044,1.4625,0.3114,1.3296,1.3385,0.0896,1.2313
0.1534,0.0685,0.1970,1.3575,0.2535,1.1295,1.0461,-0.1172,2.7596
0.1412,0.0530,0.1995,1.1548,0.2360,1.0158,0.9832,-0.0211,6.6496
0.0444,-0.0799,0.2732,1.2254,0.1863,0.5869,0.6655,0.0132,1.5856
0.0609,-0.0720,0.2884,1.1214,0.1797,0.6135,0.6517,0.0080,2.0593
0.0811,-0.0071,0.1989,1.1183,0.2093,0.7056,0.6571,-0.0536,2.0281
0.0191,-0.0975,0.2529,0.9796,0.1741,0.7913,0.7730,0.0317,1.0739
0.1970,0.0415,0.3335,1.1262,0.1708,0.6654,0.6181,-0.0851,2.9989
0.0753,-0.0477,0.2691,1.1607,0.1915,0.7273,0.7444,0.0075,2.2649
-0.1317,-0.1070,0.0053,2.7340,0.2945,1.3857,1.3907,0.0518,1.9820
-0.1164,-0.0923,0.0043,2.6213,0.2756,1.4162,1.4125,0.0265,1.6368
-0.1316,-0.1070,0.0042,2.6714,0.3287,1.4104,1.4376,0.0779,1.5948
-0.1436,-0.1193,0.0056,2.7066,0.3491,1.4216,1.4300,0.0586,1.6858
-0.0147,0.0089,0.0048,2.6024,0.2696,1.3328,1.3743,-0.0512,2.6267
-0.1074,-0.0821,0.0048,2.7659,0.3510,1.4096,1.4116,0.0021,2.0275
-0.0960,-0.0707,0.0050,2.7737,0.3354,1.4118,1.4164,0.0268,2.6662
-0.1368,-0.1116,0.0031,2.6703,0.3303,1.3891,1.4074,0.0542,1.4917
0.0319,0.0517,0.0068,2.3255,0.3610,1.4414,1.4198,-0.0909,2.9733
-0.1210,-0.1016,0.0042,2.1433,0.2951,1.3035,1.3234,0.0617,3.4240
-0.0715,-0.0491,0.0030,2.3887,0.3431,1.3933,1.3906,-0.0310,2.8271
-0.1869,-0.1675,0.0031,2.0896,0.3242,1.4172,1.4133,0.0998,2.0269
-0.1277,-0.1131,0.0091,1.9127,0.3124,1.3530,1.4028,0.0737,1.9339
-0.0570,-0.0436,0.0047,1.5784,0.3525,1.3920,1.3720,0.0039,2.7281
-0.1190,-0.1012,0.0040,1.9751,0.2415,1.2815,1.3035,0.0463,0.9929
-0.1094,-0.1365,0.0806,1.3186,0.2753,1.1288,1.2206,0.1209,2.1676
0.1577,0.0232,0.2883,0.9624,0.1940,0.5885,0.5355,-0.0694,1.5084
0.0601,-0.0353,0.2136,1.1438,0.2380,1.0595,0.9355,-0.0196,3.0320
0.1989,0.0679,0.2817,0.9804,0.2080,0.7175,0.7115,-0.1292,0.6311
0.0218,-0.0980,0.2606,1.0561,0.1776,0.7275,0.7345,0.0610,2.1484
0.0366,-0.0865,0.2702,1.2053,0.1761,0.6604,0.6914,0.0103,0.9601
0.0568,-0.0679,0.2733,1.2032,0.2136,0.6629,0.6742,0.0137,1.6968
-0.0301,-0.0110,0.0123,2.5228,0.3322,1.3234,1.3754,-0.0408,3.0970
-0.0481,-0.0219,0.0066,2.9487,0.3205,1.3489,1.3715,-0.0117,2.8352
-0.0532,-0.0337,0.0137,2.6341,0.2942,1.4694,1.3912,-0.0492,2.1615
-0.1101,-0.0847,0.0045,2.7700,0.2871,1.3886,1.3983,0.0487,2.2399
-0.1261,-0.1033,0.0053,2.5470,0.2758,1.4532,1.4147,0.0478,2.3960
0.0034,0.0268,0.0040,2.5332,0.3046,1.3475,1.3674,-0.0930,2.2810
-0.0282,-0.0074,0.0048,2.3235,0.2994,1.3826,1.3506,-0.0298,2.0016
-0.1420,-0.1205,0.0039,2.3497,0.3480,1.3860,1.4122,0.0863,2.1007
-0.1557,-0.1359,0.0044,2.1939,0.2749,1.3744,1.3624,0.0918,3.1039
-0.1390,-0.1183,0.0036,2.2510,0.3360,1.3651,1.3508,0.0370,1.8400
-0.1273,-0.1082,0.0032,2.0677,0.2316,1.3198,1.3195,0.0560,3.0123
-0.0754,-0.0575,0.0054,2.0567,0.2908,1.3283,1.3687,-0.0151,1.5408
0.0387,0.0494,0.0094,1.5365,0.3002,1.4202,1.3909,-0.1097,3.1670
-0.0922,-0.0819,0.0043,1.2444,0.2563,1.2788,1.2903,0.0173,1.0285
0.0497,0.0328,0.0586,1.2398,0.2812,1.3175,1.2476,-0.0770,1.1868
0.0858,-0.0581,0.3111,1.1638,0.2215,0.8631,0.8382,-0.0101,2.5819
0.1239,-0.0233,0.3157,1.0564,0.1722,0.7929,0.7313,-0.0444,1.0451
0.0089,-0.1165,0.2723,1.0705,0.2282,0.7470,0.7597,0.0584,1.6806
0.0773,-0.0325,0.2388,0.9520,0.2103,0.8507,0.7987,-0.0178,1.2825
0.1017,-0.0262,0.2739,0.9089,0.1972,0.7282,0.6739,-0.0536,1.0766
0.1868,0.0490,0.2943,0.9388,0.2316,0.8253,0.7540,-0.0696,4.0250
0.0993,-0.0245,0.2666,0.9516,0.2211,0.8934,0.8866,-0.0286,1.3615
0.0431,-0.0370,0.1820,1.0925,0.2184,0.6755,0.7059,-0.0354,1.6629
-0.0643,-0.0436,0.0075,2.4487,0.3055,1.3504,1.3538,-0.0078,2.6470
-0.2138,-0.1917,0.0058,2.4997,0.2539,1.4133,1.4348,0.1538,2.9404
-0.0820,-0.0610,0.0081,2.5074,0.3745,1.4265,1.4394,-0.0226,2.8907
-0.0037,0.0144,0.0052,2.0646,0.2797,1.3860,1.3814,-0.0963,1.1901
-0.1810,-0.1602,0.0048,2.3182,0.3173,1.4163,1.3899,0.1189,2.9846
-0.1828,-0.1639,0.0055,2.1639,0.3097,1.3776,1.3823,0.0878,1.4344
0.0141,0.0336,0.0039,2.1449,0.2738,1.3648,1.3722,-0.0771,1.9548
-0.0802,-0.0584,0.0040,2.3747,0.2802,1.4455,1.4501,0.0065,1.5261
-0.0487,-0.0307,0.0072,2.1607,0.3148,1.3322,1.3693,-0.0213,2.3295
-0.0614,-0.0431,0.0050,2.0847,0.3344,1.3948,1.3759,-0.0280,2.8632
-0.1337,-0.1154,0.0046,2.0609,0.3215,1.3541,1.3660,0.0425,1.0993
0.0346,0.0527,0.0038,1.9981,0.2951,1.3330,1.3442,-0.0954,5.9720
-0.0792,-0.0627,0.0050,1.8983,0.3148,1.3468,1.3531,0.0065,1.6789
0.0032,0.0171,0.0033,1.5546,0.2879,1.3138,1.3126,-0.0628,2.5539
-0.2173,-0.2071,0.0052,1.2805,0.2884,1.3764,1.3677,0.1698,2.1806
0.0158,-0.1108,0.2770,1.1846,0.2329,0.8519,0.9339,0.0538,1.5651
0.1172,0.0549,0.1443,0.9811,0.1718,0.6038,0.5581,-0.1175,1.0747
0.0654,-0.0103,0.1729,1.0702,0.2742,0.8880,0.8871,-0.0290,1.7437
0.0010,-0.0978,0.2203,1.1376,0.2101,0.7589,0.8458,0.0649,1.7390
0.0114,-0.1079,0.2568,0.9163,0.1964,0.7213,0.8034,0.0701,2.0625
0.1071,-0.0208,0.2756,0.9850,0.2191,0.9056,0.8140,-0.0548,1.7570
0.0709,-0.0655,0.2935,1.0370,0.1732,0.6813,0.7331,0.0616,3.6969
-0.0510,-0.0324,0.0182,2.7689,0.3214,1.2888,1.3982,-0.0422,3.1212
-0.0147,0.0114,0.0048,2.8536,0.2990,1.3328,1.3310,-0.0938,2.6149
-0.1125,-0.0876,0.0072,2.8517,0.2702,1.3991,1.4190,0.0240,2.1149
-0.1108,-0.0856,0.0044,2.7394,0.3507,1.3978,1.3991,0.0043,0.9726
-0.1646,-0.1402,0.0058,2.7313,0.2901,1.3743,1.3820,0.0633,1.4251
-0.0841,-0.0565,0.0052,3.0215,0.3049,1.3999,1.3843,0.0091,2.5205
-0.1627,-0.1397,0.0053,2.5655,0.3408,1.3645,1.3758,0.1028,1.8795
-0.1355,-0.1114,0.0041,2.6218,0.3185,1.3969,1.3847,0.0495,1.9788
-0.0447,-0.0217,0.0053,2.5574,0.2999,1.3736,1.3547,-0.0379,1.2593
